ID,Variable 1,Dependency,Variable 2
53,Event_Normal_ChanceLS_Goal_AT,->,Event_Normal_ChanceLS_all_Goal_AT
54,Event_Normal_ChanceLSNonTactic_Goal_AT,->,Event_Normal_ChanceLS_all_Goal_AT
55,Event_Normal_ChanceLS_all_Goal_AT,->,Event_Normal_Goal_AT
56,Event_Normal_ChanceISP_Goal_AT,->,Event_Normal_Goal_AT
57,Event_Normal_ChanceLRM_Goal_AT,->,Event_Normal_Goal_AT
58,Event_Normal_Goal_AT,->,Normal_chances_missed_AT
59,CDs_and_WBs_HT,->,Normal_chances_missed_AT
60,Event_CA_HT,->,Normal_chances_missed_AT
61,Normal_chances_missed_AT,->,Event_Normal_ChancePK_AT
62,Event_Normal_ChancePK_Goal_AT,->,Event_Normal_ChancePK_AT
63,Event_Normal_Goal_AT,->,Event_Normal_AT
64,CA_tactic_HT,->,Event_Normal_AT
65,Normal_chances_missed_AT,->,Event_Normal_AT
66,Event_Normal_AT,->,Event_Normal_ChanceLeft_AT
67,Event_Normal_Goal_AT,->,Event_Normal_ChanceLeft_AT
68,Event_Normal_ChanceLeft_Goal_AT,->,Event_Normal_ChanceLeft_AT
69,Event_Normal_AT,->,Event_Normal_ChanceRight_AT
70,Event_Normal_ChanceRight_Goal_AT,->,Event_Normal_ChanceRight_AT
71,Event_Normal_Goal_AT,->,Event_Normal_ChanceRight_AT
72,Event_Normal_AT,->,Possession_HT
73,TacticType_HT,->,Possession_HT
74,Event_Normal_ChanceRight_AT,->,Event_Normal_ChanceMid_AT
75,Event_Normal_AT,->,Event_Normal_ChanceMid_AT
76,Event_Normal_ChanceLeft_AT,->,Event_Normal_ChanceMid_AT
77,Event_Normal_ChanceMid_Goal_AT,->,Event_Normal_ChanceMid_AT
78,Longshots_tactic_HT,->,RatingMidfield_HT
79,CDs_and_WBs_HT,->,RatingMidfield_HT
80,Possession_HT,->,RatingMidfield_HT
81,Normal_chances_missed_AT,->,Event_Normal_ChanceDFK_AT
82,Event_Normal_ChanceMid_AT,->,Event_Normal_ChanceDFK_AT
83,Event_Normal_ChanceDFK_Goal_AT,->,Event_Normal_ChanceDFK_AT
